@relation 'x'
@attribute 'LATITUDE' numeric
@attribute 'LONGITUDE' numeric
@attribute 'PARCELNO' numeric
@attribute 'SALE_PRC' numeric
@attribute 'LND_SQFOOT' numeric
@attribute 'TOT_LVG_AREA' numeric
@attribute 'SPEC_FEAT_VAL' numeric
@attribute 'RAIL_DIST' numeric
@attribute 'OCEAN_DIST' numeric
@attribute 'WATER_DIST' numeric
@attribute 'CNTR_DIST' numeric
@attribute 'SUBCNTR_DI' numeric
@attribute 'HWY_DIST' numeric
@attribute 'age' numeric
@attribute 'avno60plus' numeric
@attribute 'month_sold' numeric
@attribute 'structure_quality' numeric
@data
25.7116221049,-80.3167275288,1.50208809454998e-311,1049000,43560,4004,2592,2899.5,22113.5,8825.4,47026.8,8425.3,215.1,62,0,3,4
25.712825919,-80.3244581697,1.50209298676824e-311,1032500,50094,3066,54582,699,24588.4,9031.5,48979.3,9460,834.4,20,0,8,4
25.7133885351,-80.3311853911,1.50209298632358e-311,660000,37897,3639,32863,716.7,26857.1,9728.4,50899.3,10665.4,558.3,64,0,12,4
25.7135571933,-80.3140367332,1.50208805510378e-311,1800000,15771,4443,56400,2304.1,21318.2,8014.2,45990.1,9062.2,1235.5,0,0,11,5
25.7135604167,-80.3230653446,1.50209298681814e-311,1250000,50094,3874,43816,852.4,24131.4,8642.2,48450,9556.3,959.6,22,0,10,4
25.7135657744,-80.3137333239,1.50208805510625e-311,1615000,15905,4182,49720,2202.1,21216.3,8000.1,45899.4,9063.3,1332.9,0,0,6,5
25.7139500271,-80.3140552023,1.50208810445105e-311,810000,15836,2379,32408,2306.5,21324.5,7868.9,45922,9203.1,1237.3,11,0,12,4
25.714025725,-80.3321664682,1.50209298627911e-311,755000,37026,2542,2187,1114.4,27184.1,9697.4,51088.5,11038.3,955.3,44,0,5,4
25.7146353914,-80.3312881532,1.50209298627467e-311,757500,33106,4176,1200,1060.8,26994,9341.4,50791.5,11042.1,904.9,50,0,6,4
25.7151378961,-80.3140134485,1.50208812913457e-311,825000,20880,2919,1190,2248.1,21284.6,7447.2,45672.8,9647.3,1248.9,54,0,10,4
25.7161481085,-80.3220482136,1.50209298584928e-311,925000,38768,3349,0,491.6,23959.7,7609.6,47817.7,10305.5,592.7,32,0,10,4
25.7161540622,-80.3073025765,1.50208807510849e-311,617500,16250,1619,2554,52.9,19114.5,7154.9,43587.4,10199,3501.2,22,0,8,4
25.7163258288,-80.3231724783,1.50209310438551e-311,915200,16758,5182,41061,240.1,24341.7,7737.5,48152.8,10550.7,335.1,28,0,5,4
25.716495609,-80.3202553389,1.50209308954378e-311,1035000,16117,3340,46414,894,23376.4,7418.5,47261.1,10373.7,605.8,0,0,6,4
25.7172484703,-80.3107293367,1.5020881292235e-311,980000,22856,3943,36672,1151.9,20242.7,6589.8,44331.1,10430.3,2355.3,42,0,4,4
25.717747999,-80.3097368503,1.50208807478241e-311,415000,16335,1562,2846,840.1,19948.1,6472.7,43996.3,10647.4,2748.1,62,0,6,4
25.7184138588,-80.3123790645,1.50207333686348e-311,840000,22800,3218,8181,1709.7,20835.6,6177.9,44631.6,10794.7,1906.2,11,0,6,4
25.7185701517,-80.310764627,1.50207333688819e-311,755000,18487,3856,27638,1163.1,20296,6155.4,44138.9,10866.3,2357,11,0,2,4
25.718644739,-80.3271788868,1.50206834716607e-311,1100000,17425,4630,38117,1112.1,25667.1,7459,48929,11809.1,1020.4,48,0,3,4
25.7228405259,-80.3347198547,1.50206834686963e-311,1350000,14400,2998,48505,3976.2,28294.5,7811.1,50585.5,14268.2,3859.6,12,0,2,5
25.7239035122,-80.3324599001,1.50206834692892e-311,1200000,17000,4617,54506,3684.7,27642.9,6994.2,49771.7,14229.2,3591.1,36,0,9,4
25.7242149858,-80.3298496945,1.50206834698326e-311,7e+05,9000,2421,2689,3165.9,26821,6349.1,48955.3,14016.8,3062.5,53,0,4,4
25.7248295857,-80.3285094042,1.50206835181029e-311,385000,7500,1816,17568,3004,26420.2,5899.7,48465.2,14073.2,2892.7,26,0,2,4
25.7248564063,-80.3315006169,1.5020683567707e-311,730000,12258,3594,41749,3707.4,27359.9,6541.6,49338.1,14447.1,3605.6,31,0,10,4
25.7249323788,-80.3345245608,1.50206835669659e-311,402000,7560,1911,1260,4476.6,28376.9,7296.1,50276.9,14921.4,4384.9,12,0,9,4
25.7252276607,-80.3337283472,1.50206835665707e-311,282500,7644,2045,0,4356.8,28129.7,7022.5,49991,14897.8,4260.3,51,0,2,4
25.7253120968,-80.3307137078,1.50206826275495e-311,560000,16781,2684,36302,3621.8,27154.6,6230.8,49049.3,14463.6,3517.3,62,0,10,4
25.7263225084,-80.3294211999,1.50206836160761e-311,352000,7972,1669,7933,3592.2,26789.6,5712.2,48544.6,14697.1,3475.4,27,0,8,4
25.7265858469,-80.3326297588,1.50206830247783e-311,280000,8100,2108,7521,4427.2,27860.6,6437,49480.4,15178.6,4323.5,62,0,5,4
25.7277712307,-80.3283307276,1.50206827775973e-311,260000,6300,1651,7018,3696.2,26555,5082.7,48010.7,15063,3278.3,61,0,5,4
25.728075612,-80.3298749043,1.50206827762633e-311,3e+05,6867,1417,1704,4138.4,27074.5,5390.4,48441.6,15332.1,3786.1,22,0,12,4
25.7282018591,-80.3279776676,1.5020682777202e-311,297000,5796,1264,1620,3723.6,26475.6,4896.9,47849.5,15179.6,3162.7,16,0,11,4
25.7283492358,-80.3310082168,1.50206827757198e-311,315000,7812,1376,26553,4472.7,27458.8,5625.3,48752.7,15550.7,4159.1,58,0,12,4
25.7284368015,-80.3287515069,1.50206827767574e-311,234500,6300,1507,2449,3961.7,26740.1,5026,48052.3,15334.1,3415.9,61,0,7,4
25.7288312583,-80.3325631123,1.50206829772986e-311,385000,10500,1575,47572,4959.9,27988.1,5949.9,49161.2,15903.9,4661.7,26,0,12,4
25.7291905595,-80.3332808442,1.50206829767551e-311,413000,11651,2003,7161,5215.7,28237.7,6081,49328.7,16114.5,4887.9,63,0,12,4
25.729347101,-80.3295868806,1.5020683368895e-311,369000,8303,1486,1400,4378,27062.3,5037.4,48181.5,15733.6,3670,16,0,6,4
25.7297557872,-80.3288659364,1.50206831735415e-311,357700,7623,1582,2453,4320.7,26865.3,4750.8,47898.7,15812.3,3425.3,16,0,6,4
25.7300354819,-80.3276388112,1.50206831727016e-311,333000,8700,1530,1200,4074,26476.5,4356.8,47473.7,15773.2,3007.4,59,0,2,4
25.7307411747,-80.3347321915,1.50206829741366e-311,310000,7544,1291,2389,5969.2,28834.2,6248.9,49598.6,16846.3,5364.1,26,0,8,4
25.7310114812,-80.3342742396,1.50206829736919e-311,325000,7544,1640,3839,5929,28710.9,6072.8,49425.9,16876.8,5213.7,43,0,11,4
25.7314143631,-80.3311865491,1.50206830724161e-311,4e+05,13813,3973,2081,5253.2,27703.5,5057.5,48367.4,16617.8,4140.2,47,0,12,4
25.7344033164,-80.3309378141,1.50203374250685e-311,4e+05,10500,1941,563,5953,27941.1,4577.5,47974.2,17601,3933.2,59,0,6,4
25.7344151087,-80.3304838221,1.50203374251674e-311,330000,10500,1591,13378,5846.9,27798.4,4434.4,47831.4,17557.2,3786.4,59,0,5,4
25.7344717504,-80.3281874556,1.50203374244263e-311,340000,10500,1257,3239,5308.8,27075.1,3719.1,47110.9,17351.7,3045.3,60,0,7,4
25.7347844328,-80.3309388083,1.50203374248215e-311,305000,10500,1242,1125,6048.3,27978.7,4537.3,47930.8,17732.9,3905,58,0,3,4
25.7348300032,-80.3288830846,1.5020337424031e-311,346700,10500,1479,2698,5563.2,27328.2,3885.7,47282.8,17541.4,3238.1,59,0,10,4
25.7351792553,-80.3240303813,1.50203372772441e-311,275000,9075,1503,2695,4220.9,25838.2,2372.1,45734.7,17279.2,1653.8,40,0,3,4
25.7356398374,-80.332966244,1.5020337078185e-311,322000,10500,1822,24231,6746.3,28702.4,5112,48466.3,18249.7,4504.8,62,0,3,4
25.7361890374,-80.3321414176,1.50203373254155e-311,350000,11081,2308,605,6680.2,28492.9,4805.7,48142.5,18342.4,4202.9,50,0,11,4
25.7362320432,-80.3278302838,1.50203370297172e-311,285000,12086,1010,0,5438.3,27134,3393.4,46775.5,17956.9,2779.6,66,0,8,4
25.7363764184,-80.3249805162,1.50203372760089e-311,340000,8025,1316,990,4525.6,26270.5,2498.7,45894.1,17776.7,1873.6,60,0,8,4
25.7370635095,-80.3201726495,1.502033717685e-311,260000,7875,1387,1546,2932.3,24851.9,929.2,44308.9,17758.8,265.7,61,0,2,4
25.7374792863,-80.3321589506,1.50203373279846e-311,380000,11550,1910,29827,6869.7,28639.4,4756.5,48006.8,18810.7,4153.9,60,0,5,4
25.737769937,-80.332215876,1.5020337328034e-311,355000,17540,1384,2656,6868.1,28670.7,4748.2,47970.6,18905.3,4143.8,31,0,9,4
25.7378538313,-80.3314070381,1.50203371328287e-311,352000,10098,1449,715,6618.7,28438,4501,47731.7,18846.8,3896.6,61,0,11,4
25.7379550508,-80.3280162295,1.50203372266024e-311,270000,8625,1484,1065,5511.9,27397.7,3393.5,46663,18565.9,2789.6,61,0,8,4
25.7380742155,-80.3250468517,1.50203381164146e-311,205000,10800,1715,1950,4531.2,26480,2411.9,45712.4,18365.4,1808.7,45,0,11,4
25.7380742155,-80.3250468517,1.50203381164146e-311,270000,10800,1715,1950,4531.2,26480,2411.9,45712.4,18365.4,1808.7,45,0,12,4
25.7380943336,-80.3339829454,1.50203373271447e-311,365000,8740,1525,285,7471,29280.1,5344.7,48522,19214.1,4740.7,60,0,11,4
25.7381364465,-80.3273083539,1.50203381648824e-311,390000,10575,2478,7827,5277,27193.2,3154.7,46417.1,18555,2550.2,44,0,2,4
25.738548566,-80.3224886013,1.50203371804566e-311,330000,8100,2339,5252,3683.7,25752.6,1558.4,44861.2,18398.8,954,61,0,3,4
25.738817832,-80.3206677636,1.50203373744762e-311,354000,8250,1641,2260,3085.1,25226.3,956,44262.5,18406.4,351.8,59,0,6,4
25.7398984523,-80.3347073834,1.50203373330735e-311,350000,7700,1883,3196,7699.3,29715.5,5575,48573.6,19922.7,4959.3,59,0,12,4
25.7399520797,-80.3328629896,1.50203373326783e-311,375500,7700,1691,23471,7085.7,29140.4,4962.7,47978.4,19733.6,4345.7,56,0,6,4
25.7399912363,-80.3314001825,1.50203371294691e-311,4e+05,10021,1790,12311,6604.1,28689.2,4482.6,47510.5,19594,3864.5,61,0,11,4
25.7401490547,-80.3237800748,1.5020337475068e-311,270000,10800,1316,2862,4063.8,26329.4,1958.6,45064.4,19052.7,1324.1,59,0,2,4
25.740155138,-80.3349433522,1.502033733337e-311,416500,7700,2981,47233,7773.9,29816.1,5654.9,48620.5,20032.3,5034.2,55,0,7,4
25.7402536929,-80.3314011065,1.50203371273446e-311,330000,9358,2146,6263,6603.7,28723.8,4490,47485.8,19689.8,3864.4,61,0,1,4
25.740783521,-80.3281149171,1.50203369358941e-311,289900,7500,1182,2028,5507.7,27767,3426.4,46386.7,19587.1,2768.2,41,0,1,4
25.7416120481,-80.3325033522,1.50203375724483e-311,316000,8848,2298,3052,6939.9,29229.6,4860.1,47691.5,20274.8,4195.4,59,0,8,4
25.7419352538,-80.3349444866,1.50203375741281e-311,310000,8000,1997,960,7758.3,30025.4,5541,48446.2,20636.2,5009.3,59,0,6,4
25.7419405669,-80.3252580926,1.50203369932552e-311,289900,14300,2344,3558,4540.5,27021.1,2596.6,45344.6,19773.3,1793.7,66,0,3,4
25.7419690472,-80.3290895225,1.50203369331768e-311,346800,7714,1249,1132,5821.6,28223.5,3829.2,46593.9,20086.3,3075.5,61,0,12,4
25.7419946732,-80.3330026213,1.50203375737329e-311,397000,8000,1995,12220,7119,29432.3,4948.6,47823.8,20447.3,4370.1,59,0,6,4
25.7421952759,-80.3232829764,1.50203376231889e-311,386500,7500,1778,21494,3910.3,26478.9,2069.4,44718.9,19763.5,1162.3,57,0,2,4
25.7424500257,-80.3278106658,1.50203369328803e-311,270000,9064,1182,1037,5405.4,27898.2,3392.3,46135.2,20145.2,2651.8,61,0,3,4
25.7425379162,-80.3225070085,1.50203377202728e-311,325000,8042,2382,1702,3644.2,26286.3,1909.3,44430.4,19846.5,891.4,50,0,12,4
25.7427613184,-80.3289088808,1.50203369315464e-311,315000,7888,1760,12664,5749.7,28266.7,3642.1,46453.2,20340.4,2993.3,62,0,6,4
25.7428489634,-80.3248464501,1.50203369910319e-311,359900,12780,1360,3855,4398.1,27022.2,2500.4,45124.5,20075.7,1639.6,65,0,10,4
25.7429758553,-80.3322790754,1.50203375749186e-311,283000,8000,1878,1344,6872.8,29335.6,4584.7,47499.4,20717.1,4107.4,59,0,4,4
25.7431322668,-80.3220667161,1.50203376228924e-311,420000,7500,2145,20745,3512.2,26250.2,1848.5,44245.3,20031.4,750.7,56,0,9,4
25.7432540402,-80.3296213885,1.50203369301136e-311,280000,7914,1275,5044,5980.3,28548,3763.7,46633.5,20574.7,3215.6,26,0,3,4
25.743596128,-80.3238342194,1.50203369918718e-311,295000,12780,995,2550,4059.5,26823.9,2071.9,44730.6,20286.1,1289.6,65,0,2,4
25.7436098045,-80.3341751703,1.50203375763514e-311,240000,8000,1368,1388,7491.2,29999.6,5091.7,48044.7,21128.6,4716,51,0,7,4
25.7440583746,-80.3273003931,1.50203369893026e-311,210000,11373,1341,1277,5201.1,27943.3,2913.7,45791.3,20673.1,2422.2,65,0,9,4
25.7440583746,-80.3273003931,1.50203369893026e-311,249900,11373,1341,1277,5201.1,27943.3,2913.7,45791.3,20673.1,2422.2,65,0,9,4
25.7441017877,-80.3213761217,1.50203376216079e-311,425000,7500,1914,22627,3279.1,26188.9,1429.3,43931.4,20349.9,501.7,56,0,4,4
25.7442152715,-80.3281425766,1.50203368387608e-311,310000,8500,1207,608,5502.2,28241.2,3153.8,46065.9,20791.7,2721.2,62,0,10,4
25.7442710344,-80.3349569944,1.50203375777842e-311,330000,8000,1504,960,7745.9,30328.4,5275.2,48236.6,21440.8,4963,37,0,6,4
25.7448182315,-80.3278857224,1.50203368389585e-311,275000,7500,2130,31783,5408.2,28248.1,2990.7,45927.1,20992.4,2621.2,62,0,10,4
25.7448518787,-80.3293808227,1.50203368361423e-311,344000,7680,1311,4015,5895.5,28705.7,3465.5,46411.8,21116.8,3109.4,62,0,9,4
25.7449983489,-80.3337163761,1.50203375793158e-311,325000,8000,1712,2864,7331.5,30046.8,4816.2,47775.8,21563.2,4542.7,58,0,1,4
25.7450498176,-80.326307679,1.50203369848066e-311,349000,12510,1575,8530,4862.9,27783.1,2455.6,45378.7,20954.6,2074.2,61,0,2,4
25.7450530357,-80.3317347765,1.50203375797111e-311,3e+05,10000,2143,1200,6673.8,29446.6,4175.8,47137.2,21387.8,3884.9,58,0,8,4
25.7453559866,-80.3232820088,1.50203369868323e-311,360000,12690,2202,2110,3870.3,26928.3,1540.4,44393.4,20892,1081.5,65,0,10,4
25.7457818611,-80.3281717844,1.50203368344625e-311,255000,7500,1993,7562,5490.6,28475.5,2970.7,45931.8,21361.9,2701.1,62,0,3,4
25.7469718485,-80.3287900664,1.5020336831251e-311,310000,11856,1142,1113,5650.9,28833.6,3098.7,46027.1,21798.5,2904.3,32,0,10,4
25.7469854624,-80.3294505964,1.50203368315969e-311,339900,7500,1233,1910,5861.8,29039,3309.6,46236.9,21875.7,3116.3,62,0,2,4
25.7470168723,-80.3283201409,1.50203368313499e-311,303000,9975,1252,1669,5496.1,28702,2943.9,45874.9,21785.2,2748.9,62,0,4,4
25.7472599769,-80.3263493185,1.50203369828304e-311,375000,12695,2312,2848,4812.4,28131.8,2260.2,45196.9,21743.4,2070.5,56,0,9,4
25.6608626072,-80.3004725098,1.01289400517062e-311,1319500,39639,4197,37567,8875.8,10673.3,6156.5,54914.4,10766.4,8145.4,38,0,9,4
25.6614496704,-80.2862970196,1.72982431983307e-312,1300000,22940,4398,43217,12264.7,6207.6,2563.1,51893.2,13156.7,11410.2,23,0,7,5
25.6626153606,-80.2931882423,1.01289397551186e-311,1224000,37897,4531,31779,10140.6,8483.3,3774.6,52902.9,11364.8,9317.9,36,0,7,4
25.6629209831,-80.2890273785,1.72982412260207e-312,1295000,22940,4957,29003,11212.3,7179,2683.5,52000.7,12154.7,10359.7,27,0,3,5
25.6630893019,-80.3017493909,1.01289395572947e-311,850000,33279,2341,408,8005.9,11248.6,6209.5,54586.2,9879.2,7267.3,59,0,4,2
25.663411413,-80.2863584405,1.72982412215741e-312,1430000,22940,4694,36002,11735.8,6371.4,2005.4,51329.8,12621.2,10999.3,22,0,11,5
25.6658879467,-80.3000950491,1.012893871847e-311,1065000,32060,3372,3191,7650.5,10945,5388,53462.1,9186.5,6853.2,51,0,6,2
25.6669288041,-80.3171683951,1.01288910894548e-311,1045000,22010,3627,36300,4738.4,16557.6,10943.7,57086.4,7823.3,3927.7,34,0,6,5
25.6673421148,-80.3019536166,1.01289394589262e-311,760000,31798,3362,2090,6835.3,11677.1,5909.2,53477.9,8430.5,6039.6,55,0,3,2
25.6673664748,-80.3194285338,1.0128842078538e-311,772200,15015,3235,899,4637.6,17311.2,11664.3,57527.3,7845.9,3823.6,28,0,2,4
25.6674464635,-80.2919174134,1.01289391641173e-311,2200000,33217,4765,50960,9429.1,8539.6,2643.2,51274.1,10307.4,8659.4,9,0,7,5
25.6675040916,-80.2938317706,1.0128939163475e-311,775000,27442,2173,222,8978.8,9152.7,3266.3,51690.7,9861.5,8114.6,52,0,2,2
25.6675040916,-80.2938317706,1.0128939163475e-311,830000,27442,2173,222,8978.8,9152.7,3266.3,51690.7,9861.5,8114.6,52,0,8,2
25.667856904,-80.3189528164,1.01288420787851e-311,849000,13650,3212,32343,4444.7,17204.5,11503.1,57293.8,7635.8,3630,13,0,6,4
25.6681582209,-80.3342642898,1.50694977955062e-311,640000,15000,3284,1653,4928.4,20558.7,16556.2,60969.9,9982.2,6391,16,0,9,2
25.6682356188,-80.314983214,1.01288896566645e-311,1130000,22651,3078,31692,4360.4,15920.3,10156,56232.7,7305.5,3572.1,11,0,11,5
25.6682907376,-80.3301456341,1.50694984378409e-311,860000,17733,4096,9911,4722.6,19859,15189.7,59906.9,9072.1,5271.2,19,0,2,4
25.6682973298,-80.2967909927,1.01289392116464e-311,2400000,42688,5670,68129,7920.3,10115.2,4144.2,52078.2,8967.3,7062.9,11,0,4,5
25.6683241133,-80.3273708196,1.5069496612965e-311,624000,39204,2918,30786,4740.6,19354.2,14193.4,59147.5,8495.9,4549.5,40,0,10,2
25.6683587075,-80.3135881214,1.01288904966749e-311,1250000,26197,3506,28558,4413.4,15465.9,9681.5,55895.7,7231.4,3659.7,15,0,6,4
25.6689207119,-80.3156726021,1.01288907931637e-311,915000,16370,2750,30635,4074.2,16238.8,10420.1,56243.3,7063.2,3282.6,38,0,8,4
25.6694483949,-80.2955675224,1.01289388662451e-311,1250000,39639,3739,237,8034.6,9924.2,3781.6,51489.2,8915.8,7241.6,60,0,6,2
25.6695821538,-80.3089865751,1.01288909417786e-311,790000,16067,2932,34297,4709.8,14166.7,8215.6,54516.1,6939.1,4006.5,40,0,6,4
25.6699077133,-80.2966925764,1.01289388665415e-311,1646000,33541,5603,51003,7678.7,10336,4148.3,51632.8,8564.9,6845.8,14,0,4,2
25.6706756148,-80.3096326539,1.01288900032515e-311,1020000,16860,2723,28128,4254.7,14483.9,8440.9,54377.5,6494.2,3546.1,19,0,9,4
25.6709190011,-80.307173554,1.01288894605698e-311,1400000,40075,3915,7847,4671.2,13667.9,7562.4,53688.1,6579.6,3900.4,18,0,9,4
25.6717176766,-80.3128612644,1.0128889707158e-311,885000,15840,2416,44194,3373.7,15608.9,9519.9,54873.3,6020.4,2702.5,26,0,11,4
25.6717730351,-80.3174846524,1.01288914355478e-311,1260000,19149,3935,55771,2990.6,17061.5,11030.2,55956,6123.1,2180.2,13,0,9,4
25.671907282,-80.3328040992,1.50694976474841e-311,625000,15755,2553,0,5739.6,21434.8,16082.3,59730.1,8681.2,5318.1,10,0,9,2
25.6723784896,-80.3132774934,1.01288897075038e-311,2050000,15840,5360,84264,3107.4,15818.2,9684.6,54808,5773.3,2440.1,6,0,9,5
25.6726029819,-80.328767012,1.5069497104506e-311,547000,16250,3060,24809,4492.8,20747.2,14771.8,58547.4,7573.4,4010.5,48,0,5,2
25.6726314836,-80.2889263997,1.01289390633279e-311,1350000,37897,4514,34674,8631.6,8258.9,1884.5,49195.9,9756.9,8790,36,0,2,4
25.6729851132,-80.3115368709,1.0128889804983e-311,875000,17500,3283,50805,3199,15347.3,9149.1,54233.4,5556.9,2492.9,26,0,4,4
25.673533658,-80.2900920533,1.01289403477997e-311,2100000,43560,6010,42089,8130.1,8682.9,2379.1,49188.7,9247.3,8317.6,23,0,5,5
25.6735532391,-80.313898131,1.01284449981267e-311,720000,28656,1830,5940,2557.1,16129.8,9937.4,54620,5268.1,1909,42,0,8,4
25.6738436577,-80.3322815561,1.50691515548944e-311,459000,16380,2072,17513,5244.3,21939.3,15953.1,59137.6,8070.2,4901.3,42,0,3,2
25.673941451,-80.3297402677,1.50694971062846e-311,470000,15775,2192,1986,4503.5,21185,15140.4,58488,7447.3,4115,55,0,5,2
25.6739494849,-80.2988994765,1.0128938816295e-311,1500000,45302,5821,110238,6068.3,11580.1,5096.6,51006,6946.7,5529.8,21,0,11,4
25.6742429612,-80.2834597099,1.73451646626169e-312,2637500,53579,4362,42052,9384.1,6621,1562.8,47575.5,10973.3,10377.3,26,0,6,4
25.6747130016,-80.3327083684,1.50691516046963e-311,725000,16680,2582,25091,5267.3,22200.4,16141.7,59066,7997.2,4974.9,11,0,8,2
25.6751607283,-80.3308445569,1.50694971069763e-311,8e+05,17680,4005,33388,4634,21649.5,15550.2,58482.5,7413.7,4338,16,0,11,2
25.6751941371,-80.3297835337,1.50694971071245e-311,570000,16320,1895,22706,4309.9,21319.2,15207.9,58206.1,7143.3,3997,21,0,5,2
25.6752143117,-80.3290917669,1.50694971072233e-311,880000,16320,4169,44347,4096.2,21099.2,14979.7,58022.4,6966.9,3770.5,16,0,9,2
25.6753057236,-80.3273493424,1.50694971064822e-311,438000,15069,2526,23378,3578.9,20558.3,14413.3,57573.9,6550.9,3211,55,0,3,2
25.6755329488,-80.2890350885,1.01283955417603e-311,906200,17500,2594,3342,7863.3,8561.2,2676.5,48460,9195.2,8532,55,0,9,2
25.6760434699,-80.2957810815,1.01283951973076e-311,1760000,38768,4703,31725,6231.9,10728.2,4462.4,49760.1,7207.8,6295.1,36,0,7,4
25.677636067,-80.3264451835,1.50691507684408e-311,440000,13250,1910,21639,2964.7,20537.2,14266.9,56794,5733.7,2780.9,59,0,6,2
25.6777408811,-80.2940835255,1.01283955923032e-311,2150000,36154,5358,110895,6108.9,10269.7,4314.3,48917.5,7281.3,6667.3,17,0,11,5
25.6777503015,-80.3228347992,1.50691504245711e-311,567100,26946,1767,12300,1812.6,19404.6,13089.5,55818.9,4853.2,1575,57,0,10,2
25.6777930178,-80.3301454992,1.50691504226986e-311,640000,38333,3223,38956,4117.8,21676.2,15452.2,57647.6,6597.5,3996.7,38,0,9,2
25.6778031876,-80.3146158429,1.01284454930322e-311,875000,15000,2468,33372,1234.2,16922.7,10500.2,53793.3,3818.6,488.5,22,0,3,4
25.6780854875,-80.2879143829,1.01283957903247e-311,726000,16248,2342,230,7426.1,8537.4,3294.3,47522.7,9109.2,8780.4,60,0,8,4
25.6781015232,-80.3083840104,1.01284455417471e-311,665000,17554,2056,21264,2915.5,14983.6,8583.5,52193.6,4002.1,2130.1,56,0,11,4
25.6781501829,-80.3096621672,1.01284455425376e-311,865000,16430,3157,36313,2610.9,15406.6,8993.7,52492.6,3837.2,1726.5,21,0,3,4
25.6785290822,-80.310177969,1.01284463317581e-311,875000,17746,3320,40656,2393.1,15589,9187.8,52509.3,3660.9,1511.4,21,0,2,4
25.6786116778,-80.3092128402,1.01284455422412e-311,9e+05,16300,2645,1770,2608.7,15306,8920.2,52282.1,3741.5,1832.8,24,0,2,4
25.6786611723,-80.3208349413,1.50691530365973e-311,630000,9476,2694,34925,1119.9,18951.4,12569.5,55154.4,4252.9,965,20,0,8,4
25.6788528081,-80.3038154613,1.01284457883353e-311,1950000,38027,5253,38590,3686.7,13540.6,7271.1,50878.2,4565.1,3498,13,0,6,5
25.6788528081,-80.3038154613,1.01284457883353e-311,2e+06,38027,5253,38590,3686.7,13540.6,7271.1,50878.2,4565.1,3498,13,0,12,5
25.6788682395,-80.3031804904,1.01284457883847e-311,1780000,32060,6026,45830,3835.1,13358.9,7108.1,50736.7,4715,3722.3,20,0,7,5
25.6789582791,-80.2858945944,1.01283957892872e-311,1020000,17380,2561,38670,7638,8067.6,3379,46834.6,9608.5,9438.3,46,0,7,4
25.6790596566,-80.3268794176,1.5069150767502e-311,570000,16426,2239,23602,2995.9,20847.6,14521.2,56573.7,5505.8,2942.4,22,0,12,2
25.6792019338,-80.2977472722,1.01283952457161e-311,2375000,37461,5689,49698,4926.5,11669.1,5623.9,49378.1,5993.3,5468.6,9,0,7,5
25.6792978277,-80.2922856027,1.01283955914633e-311,1450000,40075,4698,57549,6078.8,9966.1,4364.9,48099.5,7547.9,7243.1,36,0,4,2
25.6793853633,-80.3125510427,1.01284480114331e-311,1180000,15535,3677,28442,1560.6,16427.1,10036.9,52902.4,3240.4,684.3,18,0,7,5
25.6794193335,-80.3097052838,1.01284455423894e-311,965000,16310,2855,29054,2282.7,15527.8,9175.6,52210,3410.3,1610.6,21,0,12,4
25.679430732,-80.3040907496,1.01284457881871e-311,1500000,39623,6171,49611,3455.5,13699.8,7451.9,50789.2,4334.6,3416.4,28,0,9,5
25.6795272189,-80.3066058556,1.01284459857145e-311,865000,18360,2925,52416,2948.8,14547.7,8258.5,51425.9,3858.4,2616.7,52,0,10,4
25.6798717459,-80.3249545898,1.50691507667115e-311,580000,16324,2057,32653,2335,20352.2,13972.4,55894.2,4824.6,2367.6,22,0,12,2
25.6799937863,-80.308696668,1.01284469244392e-311,1120000,16117,3469,36412,2347.8,15255.7,8954.6,51808.4,3349.6,1912.1,21,0,9,5
25.6800134261,-80.322874222,1.50691504673077e-311,659000,16250,4723,33634,1662.6,19743.1,13337.7,55333.5,4281.4,1747.4,21,0,1,2
25.6801253843,-80.3122786445,1.01284454428352e-311,7e+05,15061,1730,15684,1503.9,16397.7,10046.1,52654,2987.8,722.3,11,0,4,4
25.6802966735,-80.3056094154,1.01284445586553e-311,2182500,31537,5540,44916,2889.3,14282.3,8051.7,50938.8,3767.7,2925.9,10,0,11,5
25.6803951593,-80.3122871822,1.01284454427858e-311,915000,15055,2213,28946,1435.9,16424.4,10085.5,52590.1,2888.2,715.5,11,0,10,4
25.6805765284,-80.3256069823,1.50691507659704e-311,505000,15052,1840,25180,2539.6,20638.6,14241.4,55893.5,4832.1,2643.9,59,0,3,2
25.6806747354,-80.3076348122,1.01284456895716e-311,9e+05,17079,2676,22627,2401.2,14979.6,8740.5,51384,3314.3,2252.8,21,0,11,4
25.6808752957,-80.3113025443,1.01284465786427e-311,750000,17840,3090,21605,1529.9,16153.8,9853.5,52225,2759.6,1039.9,46,0,3,4
25.6809288987,-80.3217960236,1.50691507648835e-311,412000,16875,2274,28160,1315.6,19516.1,13090.8,54841.8,3788.6,1607.8,61,0,8,2
25.6812027479,-80.3117392384,1.01284465790379e-311,1023000,15625,2892,31619,1357.1,16333.5,10041.4,52258.5,2612.6,910.3,16,0,1,4
25.6812442879,-80.3016267107,1.01283951527873e-311,1490000,43124,3842,34570,3515.6,13127.9,7098.6,49739.9,4531.1,4231.1,36,0,8,2
25.6813090759,-80.2995595712,1.01283951528367e-311,1420000,48787,4032,4020,3937.4,12475.9,6551.3,49220.4,5084.9,4889.6,40,0,10,4
